,ip,frequency,org,city,country,region,postal,hostname,location,timezone
889,162.142.125.75,1978,"AS398324 Censys, Inc.",Columbus,US,Ohio,43215,scanner-10.ch1.censys-scanner.com,"39.9612,-82.9988",America/New_York
890,74.120.14.72,1977,"AS398705 Censys, Inc.",Ashburn,US,Virginia,20149,scanner-11.ch1.censys-scanner.com,"39.0437,-77.4875",America/New_York
891,202.134.61.41,1977,AS38802 Azurance Limited,Kowloon,HK,Kowloon City,0,0,"22.3167,114.1833",Asia/Hong_Kong
892,167.248.133.65,1976,"AS398722 Censys, Inc.",Ann Arbor,US,Michigan,48104,scanner-12.ch1.censys-scanner.com,"42.2694,-83.7282",America/Detroit
893,10.72.2.65,1976,0,0,0,0,0,0,0,0
894,10.72.2.19,1976,0,0,0,0,0,0,0,0
895,45.129.33.80,1975,AS202425 IP Volume inc,Berngau,DE,Bavaria,92361,0,"49.2500,11.4000",Europe/Berlin
896,74.120.14.73,1973,"AS398705 Censys, Inc.",Ashburn,US,Virginia,20149,scanner-11.ch1.censys-scanner.com,"39.0437,-77.4875",America/New_York
897,10.72.2.215,1971,0,0,0,0,0,0,0,0
898,162.142.125.69,1970,"AS398324 Censys, Inc.",Columbus,US,Ohio,43215,scanner-10.ch1.censys-scanner.com,"39.9612,-82.9988",America/New_York
899,192.35.168.238,1969,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-14.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
900,2.57.122.186,1968,AS48090 PPTECHNOLOGY LIMITED,Meppel,NL,Drenthe,7941,0,"52.6958,6.1944",Europe/Amsterdam
901,10.72.2.210,1966,0,0,0,0,0,0,0,0
902,74.120.14.65,1965,"AS398705 Censys, Inc.",Ashburn,US,Virginia,20149,scanner-11.ch1.censys-scanner.com,"39.0437,-77.4875",America/New_York
903,178.79.191.8,1964,"AS63949 Linode, LLC",London,GB,England,EC1A,li417-8.members.linode.com,"51.5085,-0.1257",Europe/London
904,192.35.169.46,1964,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-17.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
905,45.148.121.28,1962,AS64425 SKB Enterprise B.V.,Amsterdam,NL,North Holland,1043,0,"52.3883,4.8335",Europe/Amsterdam
906,162.142.125.77,1960,"AS398324 Censys, Inc.",Columbus,US,Ohio,43215,scanner-10.ch1.censys-scanner.com,"39.9612,-82.9988",America/New_York
907,5.182.174.71,1960,AS60609 APFUTURA INTERNACIONAL SOLUCIONES SL,Girona,ES,Catalonia,17001,0,"41.9831,2.8249",Europe/Madrid
908,54.39.201.101,1958,AS16276 OVH SAS,Montréal,CA,Quebec,H2W,0,"45.5088,-73.5878",America/Toronto
909,192.35.169.35,1958,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-17.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
910,192.35.169.42,1957,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-17.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
911,162.142.125.72,1954,"AS398324 Censys, Inc.",Columbus,US,Ohio,43215,scanner-10.ch1.censys-scanner.com,"39.9612,-82.9988",America/New_York
912,167.248.133.77,1953,"AS398722 Censys, Inc.",Ann Arbor,US,Michigan,48104,scanner-12.ch1.censys-scanner.com,"42.2694,-83.7282",America/Detroit
913,192.35.168.239,1952,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-14.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
914,192.35.168.235,1950,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-14.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
915,167.248.133.78,1950,"AS398722 Censys, Inc.",Ann Arbor,US,Michigan,48104,scanner-12.ch1.censys-scanner.com,"42.2694,-83.7282",America/Detroit
916,192.35.168.233,1948,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-14.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
917,192.35.169.34,1944,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-17.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
918,162.142.125.29,1943,"AS398324 Censys, Inc.",Columbus,US,Ohio,43215,scanner-01.ch1.censys-scanner.com,"39.9612,-82.9988",America/New_York
919,5.196.239.182,1942,AS16276 OVH SAS,Sainte-Pazanne,FR,Pays de la Loire,44680,ip182.ip-5-196-239.eu,"47.1035,-1.8104",Europe/Paris
920,75.119.201.9,1942,"AS26347 New Dream Network, LLC",Portland,US,Oregon,97207,apache2-kant.10barrel.dreamhost.com,"45.5234,-122.6762",America/Los_Angeles
921,192.35.168.232,1941,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-14.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
922,74.120.14.67,1941,"AS398705 Censys, Inc.",Ashburn,US,Virginia,20149,scanner-11.ch1.censys-scanner.com,"39.0437,-77.4875",America/New_York
923,192.35.169.47,1940,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-17.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
924,162.142.125.68,1940,"AS398324 Censys, Inc.",Columbus,US,Ohio,43215,scanner-10.ch1.censys-scanner.com,"39.9612,-82.9988",America/New_York
925,10.72.2.61,1937,0,0,0,0,0,0,0,0
926,192.35.168.237,1936,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-14.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
927,192.35.169.38,1936,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-17.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
928,74.120.14.76,1934,"AS398705 Censys, Inc.",Ashburn,US,Virginia,20149,scanner-11.ch1.censys-scanner.com,"39.0437,-77.4875",America/New_York
929,192.35.168.231,1934,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-14.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
930,10.72.2.95,1933,0,0,0,0,0,0,0,0
931,185.25.207.157,1929,AS60798 Servereasy Srl,Sesto San Giovanni,IT,Lombardy,20099,157.207.25.185.servereasy.it,"45.5333,9.2258",Europe/Rome
932,74.120.14.70,1928,"AS398705 Censys, Inc.",Ashburn,US,Virginia,20149,scanner-11.ch1.censys-scanner.com,"39.0437,-77.4875",America/New_York
933,192.35.169.41,1928,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-17.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
934,199.231.233.157,1926,"AS36231 Tempest Hosting, LLC",Wickerham Manor-Fisher,US,Pennsylvania,15063,tempest.dominatevpn.com,"40.1775,-79.9068",America/New_York
935,192.35.168.228,1925,AS237 Merit Network Inc.,Marquette,US,Michigan,49855,worker-14.sfj.censys-scanner.com,"46.5435,-87.3954",America/Detroit
